,Tesseract,Ground_Truth,IS_error
3714,NCE,Of,False
3715,of,ANSI,False
3716,ANSI,Z129.1>,False
3717,2129.»,The,True
3718,The,revision,False
3719,revlslon,of,False
3720,of,ANSI,False
3721,ANSI,Z129.1,False
3722,2129.1,is,True
3723,part1cul.rly,particularly,True
3724,relevant,relevant,False
3725,to,to,False
3726,the,the,False
3727,chemlcal,chemical,False
3728,1ndustry,industry,False
3729,for,for,False
3730,the,the,False
3731,followlng,following,False
3732,reasons:,reasons:,False
3733,The,The,False
3734,OSHA,OSHA,False
3735,Hazard,Hazard,False
3736,Cosstunlcatlon,Cosstunication,False
3737,Standard,Standard,False
3738,requlres,requires,False
3739,labellng,labeling,False
3740,o,o,True
3741,In,In,False
3742,"1936,","1986,",True
3743,OSHA,OSHA,False
3744,Eleld,field,False
3745,1nspectors,inspectors,False
3746,lssued,issued,False
3747,altatlons,citations,False
3748,to,to,False
3749,CMA,CMA,False
3750,member,member,False
3751,companle,companies,False
3752,for,for,False
3753,a,a,True
3754,Varlety,variety,False
3755,of,of,False
3756,labellng,labeling,False
3757,"Violations,","violations,",False
3758,1nclud1ng,including,False
3759,the,the,False
3760,lack,lack,False
3761,of,of,False
3762,arget,target,False
3763,organ/system,organ/system,True
3764,hazard,hazard,False
3765,Harnlngs,warnings,True
3766,on,on,False
3767,labels.,labels.,False
3768,The,The,False
3769,perf-mance*or1ented,performance-oriented,True
3770,nature,nature,False
3771,of,of,False
3772,the,the,False
3773,OSHA,OSHA,False
3774,Hazard,Hazard,False
3775,Communist,Communica­,False
3776,llnes,lines,False
3777,1n,in,False
3778,ANSI,ANSI,False
3779,2129.1,Z129.1,True
3780,provlde,provide,False
3781,both,both,False
3782,guldance,guidance,False
3783,and,and,False
3784,flexlblllty,flexibility,True
3785,m,to,True
3786,cm,CMA,True
3787,membr,member,False
3788,companles.,companies.,False
3789,o,o,True
3790,A,A,True
3791,11:1g1ms,litigious,True
3792,trend,trend,False
3793,toward,toward,False
3794,1ndustry,industry,False
3795,llablllty,liability,True
3796,for,for,False
3797,alleged,alleged,False
3798,occupatl-nal,occupational,False
3799,lllnesses,illnesses,True
3800,has,has,False
3801,put,put,False
3802,the,the,False
3803,1ndustry,industry,False
3804,at,at,False
3805,rlsk,risk,True
3806,for,for,False
3807,{allure,failure,False
3808,o,to,True
3809,Eulflll,fulfill,True
3810,the,the,False
3811,"""duty","""duty",False
3812,to,to,False
3813,"warn.""","warn.""",False
3814,pnrmny,PRIMARY,True
3815,ISSUES,ISSUES,False
3816,IN,IN,False
3817,ANSI,ANSI,False
3818,2129.171997;,Z129.1-1987;,True
3819,o,o,True
3820,In,In,False
3821,llgh,light,True
3822,of,of,False
3823,the,the,False
3824,regulatory,regulatory,False
3825,and,and,False
3826,liability,liability,False
3827,lssues,issues,False
3828,llsted,listed,False
3829,above.,"above,",False
3830,A,ANSI,True
3831,2129.171997,Z129.1-1987,True
3832,focuses,focuses,False
3833,for,for,False
3834,the,the,False
3835,flrst,first,True
3836,time,time,False
3837,on,on,False
3838,labelln,labeling,False
3839,of,of,False
3840,delayed,delayed,False
3841,(chronlc),(chronic),False
3842,hazards,hazards,False
3843,and,and,False
3844,target,target,False
3845,organ/,organ/,False
3846,system,system,False
3847,azards.,hazards.,False
3848,o,o,True
3849,Guldanc-,Guidance,False
3850,for,for,False
3851,1mmedlate,immediate,False
3852,(acute7,(acute),False
3853,hazards,hazards,False
3854,has,has,False
3855,been,been,False
3856,revlsed.,revised.,False
3857,compare-,compared,False
3858,and,and,False
3859,adjusted,adjusted,False
3860,for,for,False
3861,compllance,compliance,False
3862,Hlth,with,True
3863,hey,hey,False
3864,regulatory,regulatory,False
3865,"statute',","statutes,",False
3866,"e.g.,","e.g.,",True
3867,the,the,False
3868,DSKA,OSKA,False
3869,Hazard,Hazard,False
3870,Comnunlcatlon,Comnunication,False
3871,"Standard,","Standard,",False
3872,"TSCA,","TSCA,",True
3873,"pm“,","FIFRA,",False
3874,[CT,OCT,True
3875,labellng,labeling,False
3876,"requlrements,","requirements,",False
3877,etc.,etc.,False
3878,ADVOCAC,ADVOCACY,False
3879,PLANS;,PLANS;,True
3880,ACTION,ACTION,False
3881,Announcment,Announcement,False
3882,of,of,False
3883,the,the,False
3884,avallablllty,availability,True
3885,of,of,False
3886,the,the,False
3887,standard,standard,False
3888,1n,in,False
3889,trade,trade,False
3890,journal.,"journals,",False
3891,"newsletters,","newsletters,",False
3892,and,and,False
3893,other,other,False
3894,approprlate,appropriate,False
3895,forums.,forums.,False
3896,"groups,","groups,",False
3897,and,and,False
3898,government,government,False
3899,offlclals,officials,True
3900,1n,in,False
3901,199771999.,1987-1988.,True
3902,requlret,requiredt,False
3903,Endorse,Endorse,False
3904,the,the,False
3905,submlsslon,submission,True
3906,of,of,False
3907,the,the,False
3908,proposed,proposed,False
3909,revlsed,revised,False
3910,revlew.,"review,",False
3911,followed,followed,False
3912,by,by,True
3913,Amerlcan,American,False
3914,Natlonal,National,False
3915,Standards,Standards,False
3916,cm,CMA,True
3917,camrcm,CHEMICAL,False
3918,pnouvcmzs,PRODUCERS,True
3919,...mm,“FAIR,True
3920,sammm,SHARE’’,True
3921,SALES,SALES,False
3922,152.5,162.5,True
3923,227.5,227.5,True
3924,325.0,325.0,True
3925,125.0,125.0,True
3926,107.5,107.5,True
3927,150.5,150.5,True
3928,215.0,215.0,True
3929,92.0,82.0,True
3930,55.0,55.0,True
3931,77.0,77.0,True
3932,110.0,110.0,True
3933,42.0,42.0,True
3934,40.0,40.0,True
3935,50.0,50.0,True
3936,90.0,80.0,True
3937,30.0,30.0,True
3938,27.5,27.5,True
3939,39.5,38.5,True
3940,55.0,55.0,True
3941,20.0,20.0,True
3942,17.5,17.5,True
3943,24.5,24.5,True
3944,35.0,35.0,True
3945,14.0,14.0,True
3946,13.0,13.0,True
3947,3.25,3.25,True
3948,PRoosED,PROPOSED,True
3949,CLEAN,CLEAN,False
3950,SITES,SITES,False
3951,REVENUE,REVENUE,False
3952,soURcEs,SOURCES,False
3953,94/95,84/85,True
3954,95/95,85/86,True
3955,95/97,86/87,True
3956,97/99,87/88,True
3957,99/99,88/89,True
3958,99/9.,89/90,True
3959,cm,CMA,True
3960,nonmnsumous,CONTRIBUTIONS,False
3961,DTHE',OTHER,True
3962,coumnsmmus,CONTRIBUTIONS,True
3963,TDTAI,TOTAL,False
3964,exhllt,exhibit,True
3965,s,s,True
3966,HIGH,HIGH,False
3967,MARKEFBASED,MARKET-BASED,False
3968,INTEREST.,"INTEREST,",True
3969,GUARANTEED,GUARANTEED,False
3970,MINIMUM,MINIMUM,False
3971,RETURN.,RETURN.,True
3972,SPECAL,SPECIAL,False
3973,TAX,TAX,False
3974,"ADVANTAGEs,","ADVANTAGES,",True
3975,AND,AND,False
3976,A,A,True
3977,couvmmm,CONVENIENT,True
3978,PAYROLL,PAYROLL,False
3979,SAVINGS,SAVINGS,False
3980,PLA,PLAN:,False
3981,due,ducing,False
3982,ng,THE,True
3983,THE,LEVEL,False
3984,LEVEL,OF,False
3985,sovmwmm,GOVERNMENT,True
3986,BDRRDWING,BORROWING,True
3987,m,IN,True
3988,FINANCIAL,FINANCIAL,False
3989,pruent,prudent,False
3990,means,means,False
3991,of,of,False
3992,BE,8E,False
3993,t,it,True
3994,resolved,resolved,False
3995,that,that,False
3996,the,the,False
3997,Chemlcal,Chemical,False
3998,Manufacturers,Manufacturers,False
3999,Assoclatlon,Association,False
4000,TH'REFDRE:,"THEREFORE,",True
4001,Dranlzlng,Organizing,True
4002,1n,in,False
4003,whlch,which,True
4004,emloyees,employees,False
4005,are,are,False
4006,1nd1v1dually,individually,True
4007,asked,asked,False
4008,to,to,False
4009,enroll,enroll,False
4010,1n,in,False
4011,T-E,THE,True
4012,PROGRAM.,"PROGRAM,",True
4013,on,OR,False
4014,TO,TO,False
4015,INCREASE,INCREASE,False
4016,THEIR,THEIR,False
4017,ALLDTMENTS,ALLOTMENTS,True
4018,IF,IF,False
4019,CURRENTLY,CURRENTLY,False
4020,P'TICIPATING.,PARTICIPATING.,True
4021,A,CMA,True
